#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   1.22999  0.18993 -0.04227 -1.10372  0.003691  0.001384  0.007592     2.667
   1.23632  0.19626 -0.04234 -1.10221  0.003775  0.001413  0.007366     2.672
   1.24269  0.20263 -0.04239 -1.10073  0.003856  0.001441  0.007166     2.676
   1.24908  0.20902 -0.04243 -1.09920  0.003939  0.001469  0.006957     2.682
   1.25550  0.21544 -0.04244 -1.09775  0.004017  0.001496  0.006786     2.685
   1.26193  0.22187 -0.04243 -1.09625  0.004099  0.001524  0.006603     2.690
   1.26839  0.22833 -0.04241 -1.09485  0.004175  0.001551  0.006455     2.692
   1.27487  0.23481 -0.04237 -1.09338  0.004255  0.001578  0.006290     2.697
   1.28137  0.24131 -0.04232 -1.09191  0.004335  0.001605  0.006131     2.702
   1.28788  0.24782 -0.04225 -1.09047  0.004414  0.001631  0.005984     2.706
   1.29441  0.25435 -0.04217 -1.08911  0.004487  0.001657  0.005866     2.707
   1.30096  0.26090 -0.04207 -1.08768  0.004566  0.001684  0.005725     2.712
   1.30752  0.26746 -0.04196 -1.08634  0.004639  0.001709  0.005614     2.714
   1.31410  0.27404 -0.04184 -1.08498  0.004714  0.001735  0.005496     2.717
   1.32069  0.28063 -0.04171 -1.08367  0.004786  0.001760  0.005393     2.719
   1.32730  0.28723 -0.04157 -1.08238  0.004857  0.001785  0.005293     2.721
   1.33391  0.29384 -0.04142 -1.08109  0.004930  0.001810  0.005190     2.724
   1.34054  0.30047 -0.04126 -1.07986  0.004999  0.001834  0.005107     2.725
   1.34718  0.30711 -0.04108 -1.07865  0.005068  0.001859  0.005023     2.727
   1.35383  0.31375 -0.04090 -1.07746  0.005136  0.001883  0.004942     2.728
   1.36049  0.32041 -0.04072 -1.07629  0.005202  0.001906  0.004867     2.729
   1.36716  0.32708 -0.04052 -1.07517  0.005267  0.001930  0.004800     2.729
   1.37384  0.33375 -0.04032 -1.07407  0.005331  0.001953  0.004735     2.730
   1.38053  0.34044 -0.04011 -1.07304  0.005391  0.001976  0.004684     2.729
   1.38722  0.34713 -0.03989 -1.07199  0.005454  0.001998  0.004621     2.729
   1.39393  0.35383 -0.03967 -1.07105  0.005509  0.002020  0.004585     2.727
   1.40064  0.36054 -0.03944 -1.07010  0.005566  0.002042  0.004540     2.726
   1.40735  0.36725 -0.03921 -1.06919  0.005622  0.002063  0.004498     2.725
   1.41407  0.37396 -0.03898 -1.06834  0.005674  0.002084  0.004468     2.722
   1.42079  0.38068 -0.03874 -1.06753  0.005725  0.002105  0.004439     2.719
   1.42751  0.38739 -0.03849 -1.06678  0.005771  0.002125  0.004422     2.716
   1.43423  0.39411 -0.03825 -1.06609  0.005815  0.002145  0.004409     2.711
   1.44094  0.40081 -0.03800 -1.06548  0.005855  0.002164  0.004406     2.706
   1.44763  0.40750 -0.03775 -1.06483  0.005899  0.002183  0.004388     2.703
   1.45432  0.41419 -0.03748 -1.06423  0.005942  0.002201  0.004374     2.699
   1.46101  0.42087 -0.03721 -1.06360  0.005989  0.002221  0.004348     2.697
   1.46769  0.42755 -0.03693 -1.06300  0.006035  0.002239  0.004324     2.695
   1.47438  0.43423 -0.03665 -1.06235  0.006086  0.002258  0.004286     2.695
   1.48107  0.44091 -0.03636 -1.06173  0.006134  0.002277  0.004254     2.694
   1.48776  0.44759 -0.03606 -1.06109  0.006187  0.002296  0.004214     2.694
   1.49445  0.45428 -0.03575 -1.06044  0.006239  0.002315  0.004172     2.695
   1.50115  0.46097 -0.03544 -1.05980  0.006293  0.002334  0.004129     2.696
